,Open,High,Low,Close,Volume
2026-01-14,354.33,358.43,351.19,355.28,1971474
2026-01-15,354.63,359.92,349.15,354.44,2327861
2026-01-16,361.08,368.94,352.94,360.8,1264708
2026-01-19,358.26,366.93,350.4,359.05,2749436
2026-01-20,364.93,373.03,357.31,365.4,2534950
2026-01-21,366.52,374.38,359.8,367.64,4113135
2026-01-22,371.73,376.69,366.43,371.38,1700511
2026-01-23,374.47,381.86,366.67,374.05,3097910
2026-01-26,378.53,385.96,371.0,378.43,4205544
2026-01-27,387.29,394.9,378.68,386.26,3925397
2026-01-28,375.83,381.28,370.83,376.27,4022044
2026-01-29,384.92,389.05,379.14,383.26,2393726
2026-01-30,386.57,392.19,381.3,386.92,1906874
2026-02-02,388.78,393.52,379.72,384.41,4321273
2026-02-03,391.26,399.05,383.19,390.97,2502303
2026-02-04,396.16,404.37,387.49,395.69,735032
2026-02-05,388.11,396.8,380.54,389.21,1459531
2026-02-06,396.39,399.9,390.66,394.15,1469044
2026-02-09,392.37,399.66,387.2,394.46,1221587
2026-02-10,405.62,409.38,401.18,404.93,2195777
2026-02-11,407.38,416.14,397.62,406.36,1194121
2026-02-12,410.75,419.65,400.75,409.63,1937096
2026-02-13,395.24,406.44,387.97,399.1,780234
2026-02-16,403.9,412.01,394.65,402.73,1930721
2026-02-17,399.01,407.39,394.54,402.88,1529544
2026-02-18,391.48,395.0,386.8,390.31,1319983
2026-02-19,373.41,380.28,370.15,376.99,629902
2026-02-20,387.75,392.05,382.22,386.51,1916730
2026-02-23,366.85,370.54,363.7,367.39,3275029
2026-02-24,368.95,374.66,361.94,367.63,4274086
2026-02-25,358.53,363.44,353.33,358.24,3291318
2026-02-26,358.45,362.06,353.79,357.39,791087
2026-02-27,357.92,365.05,354.12,361.21,1600765
2026-03-02,357.75,363.35,354.55,360.12,904551
2026-03-03,360.65,364.84,354.19,358.35,296861
2026-03-04,352.62,357.35,348.74,353.46,2147643
2026-03-05,353.34,357.52,349.42,353.6,1385644
2026-03-06,358.82,364.9,352.91,358.99,320229
2026-03-09,358.7,366.34,350.62,358.25,3230451
2026-03-10,372.92,377.94,368.36,373.38,3259401
2026-03-11,371.08,375.72,364.68,369.3,4441339
2026-03-12,364.88,372.93,357.91,365.94,4358557
2026-03-13,359.46,366.55,352.4,359.49,1421622
2026-03-16,350.63,359.72,345.76,354.79,3259598
2026-03-17,353.04,361.99,346.1,355.01,3640477
2026-03-18,349.88,355.9,343.64,349.66,1802289
2026-03-19,354.67,364.34,347.13,356.75,1712741
2026-03-20,350.3,357.43,342.99,350.11,3438460
2026-03-23,354.95,360.8,349.56,355.4,3208211
2026-03-24,363.54,370.35,356.77,363.58,2028348
2026-03-25,362.26,368.39,356.91,363.03,2771407
2026-03-26,365.93,371.35,358.04,363.43,4054207
2026-03-27,357.32,360.47,353.53,356.68,2201017
2026-03-30,362.28,368.85,354.71,361.26,4409042
2026-03-31,361.51,365.89,358.33,362.7,4243983
2026-04-01,357.85,365.84,351.35,359.32,457869
2026-04-02,365.57,371.45,360.64,366.5,3721179
2026-04-03,380.54,388.65,369.35,377.39,1576293
2026-04-06,374.61,381.39,365.41,372.15,4406689
2026-04-07,364.93,371.47,357.43,363.95,2859920
2026-04-08,361.1,370.95,353.89,363.69,4071441
2026-04-09,356.12,362.85,349.07,355.79,3963611
2026-04-10,367.99,376.08,358.07,366.12,1207107
2026-04-13,364.8,373.5,359.23,367.88,2404210
2026-04-14,371.28,378.64,360.38,367.66,992035
2026-04-15,371.29,375.63,367.32,371.66,1510247
2026-04-16,374.35,379.72,364.55,369.85,4235028
2026-04-17,365.99,369.07,362.53,365.6,2892765
2026-04-20,360.88,365.39,356.84,361.35,4184806
2026-04-21,367.9,373.51,359.57,365.14,2324945
2026-04-22,363.4,368.84,358.64,364.07,1930966
2026-04-23,369.04,372.81,363.54,367.3,3710712
2026-04-24,365.36,371.4,359.43,365.47,2211263
2026-04-27,366.13,373.8,357.17,364.81,2694000
2026-04-28,362.9,367.78,357.05,361.92,1232950
2026-04-29,354.75,361.69,349.09,356.01,3565351
2026-04-30,357.87,363.46,354.59,360.16,2409235
2026-05-01,368.34,374.43,360.85,366.91,3319315
2026-05-04,373.87,381.34,368.79,376.23,4136240
2026-05-05,376.07,385.18,368.0,377.09,4362595
2026-05-06,383.81,392.25,377.06,385.47,4266621
2026-05-07,374.69,381.03,368.15,374.48,3985761
2026-05-08,381.26,391.75,373.14,383.58,3779274
2026-05-11,393.24,399.34,388.53,394.62,2927588
2026-05-12,386.86,392.5,382.76,388.38,2840732
2026-05-13,390.97,395.46,384.41,388.88,2920357
2026-05-14,375.58,382.17,368.92,375.51,3205244
2026-05-15,368.66,376.75,361.48,369.55,3417787
2026-05-18,374.29,381.57,367.14,374.41,2897834
2026-05-19,380.03,386.84,370.48,377.24,3452478
2026-05-20,384.72,392.46,376.7,384.43,2718673
2026-05-21,390.94,400.88,382.78,392.69,3210161
2026-05-22,397.59,402.78,390.34,395.51,1643780
2026-05-25,400.8,404.98,393.28,397.42,4096544
2026-05-26,410.21,417.57,403.93,411.27,467102
2026-05-27,401.58,410.1,392.63,401.14,861348
2026-05-28,402.59,408.31,397.74,403.45,4379984
2026-05-29,397.09,402.93,391.45,397.29,4301130
2026-06-01,392.54,396.53,387.15,391.12,849394
2026-06-02,398.85,406.65,394.14,401.91,3164874
2026-06-03,405.02,410.05,401.29,406.31,1651708
2026-06-04,412.29,416.4,407.48,411.59,2971775
2026-06-05,419.22,425.33,414.93,421.02,417978
2026-06-08,427.1,434.19,419.78,426.87,2033138
2026-06-09,437.65,446.17,428.0,436.5,3861674
2026-06-10,440.62,446.7,433.93,440.0,1025229
2026-06-11,462.32,472.25,456.16,466.04,2505965
2026-06-12,477.0,482.9,465.1,470.93,400028
2026-06-15,471.91,480.6,466.1,474.75,4271380
2026-06-16,459.11,468.81,451.05,460.72,3767882
2026-06-17,454.36,463.51,442.62,451.72,707802
2026-06-18,454.6,458.32,450.04,453.75,1480792
2026-06-19,457.59,463.18,452.61,458.19,1104302
2026-06-22,463.8,473.46,454.83,464.48,2581008
2026-06-23,477.74,484.09,466.02,472.29,2796467
2026-06-24,472.09,478.43,463.94,470.26,3035839
2026-06-25,472.06,481.86,462.39,472.19,1099515
2026-06-26,482.15,486.34,477.18,481.36,2388988
2026-06-29,472.93,478.56,467.49,473.12,1827137
2026-06-30,476.68,482.61,471.59,477.52,403693
2026-07-01,486.49,496.03,471.04,480.46,768604
2026-07-02,485.2,490.49,480.38,485.67,3324370
2026-07-03,483.57,493.24,471.98,481.61,2672502
2026-07-06,486.95,495.61,479.39,488.03,667390
2026-07-07,492.68,498.18,487.22,492.72,1176827
2026-07-08,492.44,501.62,485.41,494.56,1714560
2026-07-09,507.52,518.81,499.67,510.9,3164864
2026-07-10,505.38,517.63,496.16,508.36,3508698
2026-07-13,494.47,504.87,483.32,493.7,3813090
2026-07-14,487.79,498.31,478.75,489.24,3898279
2026-07-15,486.6,499.46,476.5,489.3,631790
2026-07-16,488.35,494.36,483.96,489.96,1790594
2026-07-17,515.7,525.5,498.25,507.9,4374603
2026-07-20,512.69,526.32,501.68,515.26,978008
2026-07-21,513.89,520.54,509.24,515.87,2998302
2026-07-22,512.66,520.58,501.08,508.94,861362
2026-07-23,500.72,506.13,492.44,497.82,326804
2026-07-24,508.69,512.93,504.24,508.48,2704172
2026-07-27,521.3,526.98,514.5,520.17,325093
2026-07-28,528.69,537.46,513.03,521.68,3336156
2026-07-29,508.79,517.4,500.62,509.23,588433
2026-07-30,502.02,512.38,492.88,503.22,809360
2026-07-31,503.07,513.2,496.42,506.51,1659159
2026-08-03,501.98,507.36,497.25,502.62,1362071
2026-08-04,511.3,516.72,504.15,509.55,4289971
2026-08-05,494.49,507.25,487.28,499.96,3485963
2026-08-06,495.27,502.89,487.11,494.72,513565
2026-08-07,497.12,502.81,487.81,493.45,3322265
2026-08-10,498.66,506.73,489.49,497.55,1595555
2026-08-11,495.72,509.89,488.82,502.89,1660208
2026-08-12,480.41,486.56,472.56,478.69,3675674
2026-08-13,477.29,487.56,465.8,476.05,1360845
2026-08-14,491.01,502.51,481.54,493.0,3306837
2026-08-17,476.0,485.01,465.75,474.74,2132785
2026-08-18,476.03,488.84,468.15,480.88,2467850
2026-08-19,470.62,477.08,466.75,473.19,3644634
2026-08-20,462.58,472.52,451.99,461.92,1489642
2026-08-21,450.86,455.38,444.46,448.96,3923056
2026-08-24,455.64,465.48,443.59,453.38,2911499
2026-08-25,459.25,464.11,448.69,453.49,2782604
2026-08-26,462.16,471.91,453.89,463.61,3518770
2026-08-27,459.13,465.01,451.1,456.95,2296820
2026-08-28,459.26,463.96,452.44,457.11,4193683
2026-08-31,466.26,471.29,458.84,463.85,3885654
2026-09-01,452.25,460.16,445.59,453.48,2319591
2026-09-02,452.19,463.9,442.77,454.43,1663496
2026-09-03,451.06,460.34,437.93,447.13,1114389
2026-09-04,442.37,446.93,438.14,442.69,1983639
2026-09-07,453.34,463.71,444.56,454.9,1255530
2026-09-08,462.92,469.29,457.29,463.65,3484576
2026-09-09,456.57,466.33,451.55,461.26,2194441
2026-09-10,470.87,477.68,463.33,470.13,3986269
2026-09-11,463.99,470.63,454.53,461.13,2004222
2026-09-14,460.38,468.72,454.85,463.16,2416258
2026-09-15,459.1,466.52,453.47,460.87,1939615
2026-09-16,469.57,476.56,461.34,468.31,2338538
2026-09-17,469.08,478.06,460.19,469.17,1132218
2026-09-18,467.96,473.46,461.39,466.87,541237
2026-09-21,465.98,471.51,461.6,467.12,3157624
2026-09-22,475.75,483.13,467.51,474.88,3052296
2026-09-23,459.23,470.76,449.72,461.21,3006017
2026-09-24,472.94,482.05,464.74,473.83,373628
