,Open,High,Low,Close,Volume
2026-03-09,2266.99,2294.41,2235.09,2262.45,1612587
2026-03-10,2238.0,2264.14,2207.86,2233.95,3051635
2026-03-11,2188.13,2219.5,2154.66,2186.0,2613272
2026-03-12,2215.0,2244.54,2181.79,2211.28,1821601
2026-03-13,2216.5,2249.87,2191.25,2224.52,4241581
2026-03-16,2263.43,2301.43,2208.3,2246.0,988021
2026-03-17,2196.75,2236.17,2153.44,2192.79,1381418
2026-03-18,2189.61,2212.76,2156.65,2179.69,3530412
2026-03-19,2112.36,2139.63,2082.86,2110.1,2045196
2026-03-20,2143.96,2169.14,2103.14,2128.13,3218285
2026-03-23,2161.4,2200.7,2115.35,2154.53,2650613
2026-03-24,2091.39,2108.35,2073.68,2090.64,3502560
2026-03-25,2096.81,2129.58,2063.96,2096.73,2332581
2026-03-26,2121.68,2149.8,2078.74,2106.66,598894
2026-03-27,2063.53,2109.69,2030.88,2076.83,1451222
2026-03-30,2096.71,2119.7,2069.36,2092.3,1783724
2026-03-31,2094.32,2122.25,2065.51,2093.43,3224230
2026-04-01,2081.51,2106.65,2060.25,2085.35,1036600
2026-04-02,2070.44,2107.03,2016.56,2052.84,4294736
2026-04-03,2082.14,2116.8,2037.9,2072.4,3838605
2026-04-06,2080.91,2124.21,2034.29,2077.52,2675910
2026-04-07,2063.44,2098.82,2035.46,2070.74,3352073
2026-04-08,2077.16,2119.75,2045.9,2088.32,3981690
2026-04-09,2089.8,2129.85,2051.39,2091.41,3487958
2026-04-10,2037.12,2077.68,2016.48,2056.84,930149
2026-04-13,2058.46,2082.43,2039.5,2063.42,2335845
2026-04-14,2114.76,2159.68,2061.7,2106.44,1138571
2026-04-15,2124.17,2149.77,2100.36,2125.94,3125417
2026-04-16,2095.08,2133.19,2042.21,2080.05,2952379
2026-04-17,2125.83,2160.51,2069.6,2103.92,1273276
2026-04-20,2089.12,2130.65,2048.34,2089.86,4240311
2026-04-21,2102.09,2158.76,2078.2,2134.5,863223
2026-04-22,2162.84,2194.58,2120.6,2152.19,928405
2026-04-23,2162.94,2206.99,2109.78,2153.65,1101979
2026-04-24,2176.22,2197.25,2152.97,2173.97,1378910
2026-04-27,2172.04,2241.17,2126.29,2194.94,3358739
2026-04-28,2131.33,2150.93,2111.92,2131.52,3431049
2026-04-29,2154.67,2178.69,2118.33,2142.21,4091720
2026-04-30,2149.42,2209.59,2111.96,2171.74,2608020
2026-05-01,2164.14,2210.48,2111.73,2157.93,1211839
2026-05-04,2177.51,2201.22,2129.23,2152.67,4423335
2026-05-05,2107.93,2164.92,2065.56,2122.26,3840860
2026-05-06,2123.21,2172.32,2077.08,2126.12,2573731
2026-05-07,2129.53,2148.61,2099.17,2118.15,2278844
2026-05-08,2128.05,2152.18,2103.66,2127.79,4185233
2026-05-11,2105.72,2146.43,2042.77,2083.04,2746811
2026-05-12,1976.81,2016.74,1940.58,1980.44,2085346
2026-05-13,2056.42,2086.28,2034.03,2063.81,4480660
2026-05-14,2067.09,2108.53,2024.79,2066.21,3172983
2026-05-15,2047.42,2074.42,2026.61,2053.54,3117297
2026-05-18,2020.14,2057.23,1984.18,2021.25,3688931
2026-05-19,2016.37,2048.35,1996.89,2028.75,3078705
2026-05-20,2067.62,2109.55,2020.42,2062.24,1642612
2026-05-21,2062.06,2089.44,2041.83,2069.14,3640394
2026-05-22,2102.3,2140.88,2068.32,2106.83,1687129
2026-05-25,2178.65,2200.3,2149.91,2171.49,747378
2026-05-26,2195.75,2232.88,2152.4,2189.42,4113625
2026-05-27,2176.71,2202.76,2133.97,2159.82,4070268
2026-05-28,2176.92,2221.3,2130.47,2174.8,1024411
2026-05-29,2261.16,2305.5,2194.45,2238.34,1305796
2026-06-01,2190.32,2219.42,2152.85,2181.84,3331290
2026-06-02,2228.55,2262.93,2205.25,2239.51,2754520
2026-06-03,2212.67,2238.35,2192.2,2217.83,1868408
2026-06-04,2181.35,2223.45,2135.06,2177.07,788734
2026-06-05,2112.23,2156.51,2054.87,2098.86,1274372
2026-06-08,2133.16,2177.15,2108.59,2152.36,1359529
2026-06-09,2169.97,2204.35,2122.67,2156.84,1734909
2026-06-10,2126.98,2177.35,2083.05,2133.29,1799586
2026-06-11,2108.84,2156.93,2071.36,2119.26,3129683
2026-06-12,2178.95,2223.63,2134.2,2178.88,2237084
2026-06-15,2125.74,2154.71,2100.9,2129.82,530071
2026-06-16,2153.5,2190.61,2122.07,2159.1,4088012
2026-06-17,2168.67,2200.63,2128.0,2159.83,2965424
2026-06-18,2177.34,2207.35,2126.96,2156.69,2310869
2026-06-19,2137.54,2158.74,2101.72,2122.77,606618
2026-06-22,2117.36,2162.33,2070.46,2115.39,327765
2026-06-23,2104.0,2153.08,2059.79,2108.77,3050141
2026-06-24,2070.16,2106.98,2035.73,2072.51,2730938
2026-06-25,2058.2,2084.57,2026.73,2053.03,4113769
2026-06-26,2095.84,2143.25,2057.84,2105.08,4347239
2026-06-29,2111.79,2138.09,2072.2,2098.33,4152931
2026-06-30,2134.57,2171.73,2089.41,2126.43,949695
2026-07-01,2119.54,2163.94,2068.35,2112.61,631759
2026-07-02,2111.18,2133.81,2093.51,2116.1,2431407
2026-07-03,2137.29,2187.12,2091.74,2141.49,3598693
2026-07-06,2108.16,2128.44,2090.29,2110.55,1981123
2026-07-07,2093.75,2111.54,2069.34,2087.07,3164722
2026-07-08,2095.11,2113.26,2073.03,2091.15,4243232
2026-07-09,2065.01,2108.6,2026.36,2069.86,2637473
2026-07-10,2124.62,2157.41,2096.02,2128.75,3039667
2026-07-13,2110.98,2131.33,2093.37,2113.69,2401112
2026-07-14,2075.21,2111.73,2045.18,2081.6,447814
2026-07-15,2070.74,2111.56,2039.22,2079.9,3058840
2026-07-16,2113.96,2144.18,2082.27,2112.47,4318114
2026-07-17,2079.16,2136.37,2038.11,2095.01,3769672
2026-07-20,2072.78,2101.75,2033.56,2062.38,4054765
2026-07-21,2152.66,2174.53,2111.24,2132.91,400519
2026-07-22,2130.82,2177.04,2079.57,2125.68,1334831
2026-07-23,2146.49,2183.27,2114.77,2151.48,2436778
2026-07-24,2177.2,2226.36,2135.24,2184.26,3622672
2026-07-27,2210.37,2230.5,2185.62,2205.71,3261507
2026-07-28,2195.7,2228.34,2158.27,2190.84,3001891
2026-07-29,2247.65,2288.59,2199.45,2240.25,4467451
2026-07-30,2174.92,2229.6,2130.8,2185.27,4402993
2026-07-31,2268.41,2312.63,2211.02,2254.98,3481021
2026-08-03,2286.64,2312.88,2262.59,2288.81,2829890
2026-08-04,2296.63,2340.71,2224.59,2268.12,3551774
2026-08-05,2261.47,2295.43,2222.59,2256.47,4053368
2026-08-06,2268.39,2310.01,2206.85,2248.1,3253348
2026-08-07,2146.54,2176.61,2106.64,2136.57,3507614
2026-08-10,2184.28,2217.85,2140.25,2173.66,2566923
2026-08-11,2207.66,2231.21,2177.31,2200.79,1089283
2026-08-12,2145.69,2187.15,2115.86,2157.16,3718064
2026-08-13,2112.8,2159.87,2068.58,2115.6,418934
2026-08-14,2062.2,2114.32,2025.38,2077.23,1778321
2026-08-17,2098.12,2136.0,2046.87,2084.5,4110804
2026-08-18,2078.38,2100.02,2059.92,2081.53,3354974
2026-08-19,2100.65,2145.58,2032.26,2076.67,2173257
2026-08-20,2007.03,2039.61,1986.53,2018.99,3049376
2026-08-21,2008.01,2036.34,1980.07,2008.4,1077258
2026-08-24,2058.61,2089.39,2024.77,2055.51,2856458
2026-08-25,2019.44,2049.75,1991.33,2021.61,4295158
2026-08-26,2027.38,2084.92,1985.42,2042.65,3108003
2026-08-27,2090.33,2122.7,2041.17,2073.28,2450666
2026-08-28,2020.7,2048.24,1996.19,2023.7,514914
2026-08-31,1999.69,2035.2,1980.9,2016.26,474906
2026-09-01,2081.62,2107.67,2040.02,2065.87,3304392
2026-09-02,2059.58,2095.52,2029.07,2064.93,2832710
2026-09-03,2106.47,2145.86,2065.73,2105.09,1347519
2026-09-04,2109.16,2135.17,2083.52,2109.52,428426
2026-09-07,2127.15,2163.27,2095.37,2131.43,1400929
2026-09-08,2149.31,2178.32,2117.31,2146.28,3488498
2026-09-09,2130.54,2176.42,2087.93,2133.75,3080452
2026-09-10,2150.08,2195.44,2108.44,2153.73,2930435
2026-09-11,2150.17,2170.77,2125.89,2146.46,2219411
2026-09-14,2143.9,2198.72,2115.96,2170.43,2614776
2026-09-15,2135.27,2155.56,2115.41,2135.7,306932
2026-09-16,2099.63,2152.49,2056.98,2109.64,2130587
2026-09-17,2138.1,2184.04,2088.6,2134.47,1542668
2026-09-18,2071.13,2095.39,2047.22,2071.47,847635
2026-09-21,2013.25,2067.63,1979.44,2033.48,3751759
2026-09-22,2060.03,2108.36,2017.5,2065.72,3318642
2026-09-23,2070.61,2109.8,2042.19,2081.24,3137392
2026-09-24,2064.98,2120.58,2022.73,2078.07,1601455
